subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,dem,rep,adjusted_dem,adjusted_rep,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Adults,4/23/2018,10/20/2017,10/24/2017,Ipsos,A-,2355,a,.1790887,0,36.6,27.6,42.97042,33.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50387,79326,10/25/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/21/2017,10/25/2017,Ipsos,A-,2071,a,.1576509,0,37.6,27.7,43.97042,33.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50386,79325,10/26/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/18/2017,10/30/2017,Public Religion Research Institute,"",2109,a,2.20732,0,43,35,43.45574,34.98466,"","",https://www.prri.org/wp-content/uploads/2017/12/2017-AVS-Topline-FINAL.pdf,50632,79912,10/31/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/22/2017,10/26/2017,Ipsos,A-,1870,a,.1425759,0,37.8,26.8,44.17043,32.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50385,79324,10/27/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/23/2017,10/27/2017,Ipsos,A-,1750,a,.1336848,0,37.2,28.6,43.57043,34.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50401,79508,10/28/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/24/2017,10/28/2017,Ipsos,A-,1735,a,.132821,0,35.6,30.3,41.97042,36.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50400,79507,10/29/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/25/2017,10/29/2017,Ipsos,A-,1743,a,.1337458,0,36.5,29.9,42.87043,36.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50399,79506,10/30/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/26/2017,10/30/2017,Ipsos,A-,1768,a,.1360113,0,37.7,29.6,44.07043,35.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50398,79505,10/31/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/27/2017,10/31/2017,Ipsos,A-,1802,a,.1390184,0,39.9,30.9,46.27043,37.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50415,79544,11/1/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/28/2017,11/1/2017,Ipsos,A-,1593,a,.1232722,0,40.9,30,47.27043,36.18361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50414,79543,11/2/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/29/2017,11/2/2017,Ipsos,A-,1910,a,.1482697,0,43.2,28.5,49.57043,34.68361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50413,79542,11/3/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/30/2017,11/3/2017,Ipsos,A-,1858,a,.1447459,0,42.1,28.9,48.47042,35.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50429,79564,11/4/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,10/31/2017,11/4/2017,Ipsos,A-,1818,a,.1421714,0,40.7,28.3,47.07043,34.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50428,79563,11/5/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/1/2017,11/5/2017,Ipsos,A-,1769,a,.1388974,0,38.9,27.7,45.27043,33.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50427,79562,11/6/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/2/2017,11/5/2017,CNN/SSRS,"",1021,a,1.259006,0,50,38,46.56656,36.26162,"","",http://cdn.cnn.com/cnn/2017/images/11/07/rel11b_-_2018_and_taxes.pdf,50422,79570,11/6/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/2/2017,11/6/2017,Ipsos,A-,1860,a,.1466458,0,38.9,29,45.27043,35.18361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50426,79561,11/7/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/3/2017,11/7/2017,Ipsos,A-,1573,a,.124519,0,38.4,29.6,44.77043,35.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50436,79584,11/8/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/4/2017,11/8/2017,Ipsos,A-,1608,a,.1277397,0,38.6,30.7,44.97042,36.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50435,79583,11/9/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/5/2017,11/9/2017,Ipsos,A-,1644,a,.1310042,0,38.4,30.1,44.77043,36.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50452,79615,11/10/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/6/2017,11/10/2017,Ipsos,A-,1648,a,.1316801,0,39.5,29.5,45.87043,35.68361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50451,79614,11/11/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/7/2017,11/11/2017,Ipsos,A-,1580,a,.1265282,0,39.7,28.7,46.07043,34.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50450,79613,11/12/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/8/2017,11/12/2017,Ipsos,A-,1533,a,.122993,0,38.4,28.8,44.77043,34.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50449,79612,11/13/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/9/2017,11/13/2017,Ipsos,A-,1536,a,.1234055,0,38.2,28.5,44.57043,34.68361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50448,79611,11/14/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/10/2017,11/14/2017,Ipsos,A-,1525,a,.1226416,0,38.2,30.6,44.57043,36.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50482,79673,11/15/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/11/2017,11/15/2017,Ipsos,A-,1565,a,.1259268,0,38.1,30.9,44.47042,37.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50481,79672,11/16/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/12/2017,11/16/2017,Ipsos,A-,1629,a,.1311173,0,37.6,30.9,43.97042,37.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50480,79671,11/17/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/13/2017,11/17/2017,Ipsos,A-,1666,a,.1341327,0,38.3,30.4,44.67043,36.58361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50498,79705,11/18/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/14/2017,11/18/2017,Ipsos,A-,1601,a,.1289447,0,37.7,30.1,44.07043,36.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50497,79704,11/19/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/15/2017,11/19/2017,Ipsos,A-,1588,a,.1279416,0,38.1,28.3,44.47042,34.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50496,79703,11/20/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/16/2017,11/20/2017,Ipsos,A-,1562,a,.1258888,0,38.1,28.2,44.47042,34.38361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50495,79702,11/21/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/17/2017,11/21/2017,Ipsos,A-,1492,a,.1202586,0,37.3,28.3,43.67043,34.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50513,79727,11/22/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/18/2017,11/22/2017,Ipsos,A-,1506,a,.1213909,0,36.7,27.8,43.07043,33.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50512,79726,11/23/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/19/2017,11/23/2017,Ipsos,A-,1543,a,.124353,0,37.5,28,43.87043,34.18361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50511,79725,11/24/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/20/2017,11/24/2017,Ipsos,A-,1597,a,.1286096,0,37.3,28.9,43.67043,35.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50560,79809,11/25/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/21/2017,11/25/2017,Ipsos,A-,1605,a,.1290771,0,35.8,29.7,42.17043,35.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50558,79808,11/26/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/22/2017,11/26/2017,Ipsos,A-,1685,a,.135236,0,36.5,28.7,42.87043,34.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50557,79807,11/27/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/23/2017,11/27/2017,Ipsos,A-,1922,a,.1538554,0,36.7,30.1,43.07043,36.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50556,79806,11/28/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/24/2017,11/28/2017,Ipsos,A-,1970,a,.1572193,0,36.1,30.1,42.47042,36.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50610,79870,11/29/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/25/2017,11/29/2017,Ipsos,A-,1962,a,.1561025,0,35.8,28.6,42.17043,34.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50609,79869,11/30/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/26/2017,11/30/2017,Ipsos,A-,1928,a,.1529333,0,36.5,28.6,42.87043,34.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50608,79868,12/1/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/27/2017,12/1/2017,Ipsos,A-,1908,a,.1508885,0,36.2,30.1,42.57043,36.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50631,79909,12/2/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/28/2017,12/2/2017,Ipsos,A-,1656,a,.1305628,0,36,29.8,42.37043,35.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50630,79908,12/3/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/29/2017,12/3/2017,Ipsos,A-,1594,a,.1252943,0,36.6,31.6,42.97042,37.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50629,79907,12/4/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,11/30/2017,12/4/2017,Ipsos,A-,1552,a,.1216282,0,37.2,32.4,43.57043,38.58361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50628,79906,12/5/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/1/2017,12/5/2017,Ipsos,A-,1550,a,.1211079,0,36.9,31.2,43.27043,37.38361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50651,79945,12/6/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/2/2017,12/6/2017,Ipsos,A-,1532,a,.1193416,0,37.6,30.5,43.97042,36.68361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50650,79944,12/7/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/3/2017,12/7/2017,Ipsos,A-,1499,a,.1164149,0,37.8,30.2,44.17043,36.38361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50649,79943,12/8/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/4/2017,12/8/2017,Ipsos,A-,1499,a,.1160454,0,37.6,29.5,43.97042,35.68361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50663,79972,12/9/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/5/2017,12/9/2017,Ipsos,A-,1463,a,.1128663,0,38.5,29.1,44.87043,35.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50662,79971,12/10/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/6/2017,12/10/2017,Ipsos,A-,1413,a,.1085975,0,37.4,28.8,43.77043,34.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50661,79970,12/11/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/7/2017,12/11/2017,Ipsos,A-,1442,a,.1102783,0,36.6,29.9,42.97042,36.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50660,79969,12/12/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/8/2017,12/12/2017,Ipsos,A-,1464,a,.1114613,0,37.3,28.7,43.67043,34.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50697,80024,12/13/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/9/2017,12/13/2017,Ipsos,A-,1841,a,.1395738,0,38.2,28.3,44.57043,34.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50696,80023,12/14/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/10/2017,12/14/2017,Ipsos,A-,2298,a,.1735697,0,38,28.6,44.37043,34.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50695,80022,12/15/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/11/2017,12/15/2017,Ipsos,A-,2538,a,.1911374,0,38.1,28.8,44.47042,34.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50714,80056,12/16/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/12/2017,12/16/2017,Ipsos,A-,2657,a,.1997071,0,38.3,27.3,44.67043,33.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50713,80055,12/17/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/13/2017,12/17/2017,Ipsos,A-,2678,a,.2011181,0,38.4,27.6,44.77043,33.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50712,80054,12/18/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/14/2017,12/18/2017,Ipsos,A-,2891,a,.2171783,0,38.6,27.7,44.97042,33.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50711,80053,12/19/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/14/2017,12/17/2017,CNN/SSRS,"",1001,a,1.315772,0,54,38,50.56656,36.26162,"","",http://cdn.cnn.com/cnn/2017/images/12/20/rel12b.-.2018.pdf,50707,80058,12/18/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/15/2017,12/19/2017,Ipsos,A-,2491,a,.1874264,0,39.3,27.1,45.67043,33.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50730,80082,12/20/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/16/2017,12/20/2017,Ipsos,A-,2323,a,.1752088,0,40.2,27.5,46.57043,33.68361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50729,80081,12/21/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/17/2017,12/21/2017,Ipsos,A-,2233,a,.1689401,0,40.3,28,46.67043,34.18361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50728,80080,12/22/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/18/2017,12/22/2017,Ipsos,A-,2248,a,.1706949,0,40.5,27.6,46.87043,33.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50735,80105,12/23/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/19/2017,12/23/2017,Ipsos,A-,1637,a,.1248247,0,41,26.7,47.37043,32.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50734,80104,12/24/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/20/2017,12/24/2017,Ipsos,A-,1479,a,.1132544,0,40.5,27,46.87043,33.18361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50733,80103,12/25/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/21/2017,12/25/2017,Ipsos,A-,1435,a,.1103336,0,41.1,27.3,47.47042,33.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50732,80102,12/26/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/22/2017,12/26/2017,Ipsos,A-,1458,a,.1125296,0,42,27.1,48.37043,33.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50746,80121,12/27/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/23/2017,12/27/2017,Ipsos,A-,1455,a,.1126984,0,41.9,26.8,48.27043,32.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50745,80120,12/28/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/24/2017,12/28/2017,Ipsos,A-,1519,a,.1180492,0,41.7,27.9,48.07043,34.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50744,80119,12/29/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/25/2017,12/29/2017,Ipsos,A-,1839,a,.1433784,0,42.1,29.1,48.47042,35.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50750,80133,12/30/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/26/2017,12/30/2017,Ipsos,A-,1897,a,.1484197,0,41.3,28.4,47.67043,34.58361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50749,80132,12/31/2017,18:00:17 23 Apr 2018
Adults,4/23/2018,12/27/2017,12/31/2017,Ipsos,A-,1819,a,.2856805,0,40.2,30.3,46.57043,36.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50760,80156,1/1/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,12/15/2017,1/15/2018,USC Dornsife/LA Times,"",3569,a,1.576935,0,51,40,49.1795,38.49097,"","",https://drive.google.com/file/d/1jwjRYzdaV4dNIjclxCA45RZlKcbZ0UF_/view,50818,80302,1/16/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,12/29/2017,1/2/2018,Ipsos,A-,625,a,.0495277,0,36,29.8,42.37043,35.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50759,80155,1/3/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,12/30/2017,1/3/2018,Ipsos,A-,948,a,.0752331,0,34.8,30.8,41.17043,36.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50758,80154,1/4/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,12/31/2017,1/4/2018,Ipsos,A-,1259,a,.09989,0,35.9,30.5,42.27043,36.68361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50757,80153,1/5/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/1/2018,1/5/2018,Ipsos,A-,1599,a,.1266774,0,36.4,30.7,42.77043,36.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50779,80195,1/6/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/2/2018,1/6/2018,Ipsos,A-,1610,a,.1272763,0,37.3,31,43.67043,37.18361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50778,80202,1/7/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/3/2018,1/7/2018,Ipsos,A-,1553,a,.1224144,0,37.3,31.1,43.67043,37.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50777,80201,1/8/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/4/2018,1/8/2018,Ipsos,A-,1581,a,.124162,0,39.5,30.4,45.87043,36.58361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50776,80200,1/9/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/5/2018,1/9/2018,Ipsos,A-,1622,a,.126812,0,39.4,31.3,45.77043,37.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50793,80222,1/10/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/6/2018,1/10/2018,Ipsos,A-,1584,a,.1232231,0,39.5,31.1,45.87043,37.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50792,80221,1/11/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/7/2018,1/11/2018,Ipsos,A-,1614,a,.1248676,0,39.3,29.5,45.67043,35.68361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50791,80220,1/12/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/8/2018,1/12/2018,Ipsos,A-,1728,a,.1329201,0,38.7,31.3,45.07043,37.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50803,80251,1/13/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/9/2018,1/13/2018,Ipsos,A-,1673,a,.1279375,0,36.5,30.7,42.87043,36.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50802,80250,1/14/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/10/2018,1/14/2018,Ipsos,A-,1557,a,.1183457,0,36.8,30.4,43.17043,36.58361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50801,80249,1/15/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/11/2018,1/15/2018,Ipsos,A-,1641,a,.123906,0,37,29.9,43.37043,36.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50800,80248,1/16/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/12/2018,1/16/2018,Ipsos,A-,1640,a,.1229516,0,36.8,31.6,43.17043,37.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50822,80287,1/17/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/13/2018,1/17/2018,Ipsos,A-,1571,a,.1168836,0,36.8,29.9,43.17043,36.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50821,80286,1/18/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/14/2018,1/18/2018,Ipsos,A-,1570,a,.1158571,0,38.3,30.7,44.67043,36.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50820,80285,1/19/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/14/2018,1/18/2018,CNN/SSRS,"",1005,a,1.356545,0,51,41,47.56656,39.26162,"","",http://cdn.cnn.com/cnn/2018/images/01/21/democrats.2018.poll.cnn.pdf,50823,80292,1/19/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/15/2018,1/19/2018,Ipsos,A-,1640,a,.1200024,0,37.4,30.4,43.77043,36.58361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50837,80314,1/20/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/16/2018,1/20/2018,Ipsos,A-,2188,a,.1587414,0,37.6,29.8,43.97042,35.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50836,80313,1/21/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/17/2018,1/21/2018,Ipsos,A-,2674,a,.1924648,0,37,29.5,43.37043,35.68361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50835,80312,1/22/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/18/2018,1/22/2018,Ipsos,A-,2904,a,.2074481,0,37.4,30.1,43.77043,36.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50834,80311,1/23/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/19/2018,1/23/2018,Ipsos,A-,2982,a,.2118658,0,38.1,30.2,44.47042,36.38361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50851,80359,1/24/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/20/2018,1/24/2018,Ipsos,A-,3029,a,.2144278,0,38.4,30,44.77043,36.18361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50850,80358,1/25/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/21/2018,1/25/2018,Ipsos,A-,2393,a,.1690632,0,38.2,30.8,44.57043,36.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50849,80357,1/26/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/22/2018,1/26/2018,Ipsos,A-,1820,a,.1284203,0,38.6,31.3,44.97042,37.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50859,80379,1/27/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/23/2018,1/27/2018,Ipsos,A-,1912,a,.1347411,0,38.5,30.1,44.87043,36.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50858,80378,1/28/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/24/2018,1/28/2018,Ipsos,A-,1861,a,.1310079,0,37.7,29.6,44.07043,35.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50857,80377,1/29/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/25/2018,1/29/2018,Ipsos,A-,1808,a,.1271835,0,37.5,30.8,43.87043,36.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50856,80376,1/30/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/26/2018,1/30/2018,Ipsos,A-,1860,a,.1307939,0,36.8,31.3,43.17043,37.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50869,80405,1/31/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/27/2018,1/31/2018,Ipsos,A-,1942,a,.1365658,0,37.6,31.1,43.97042,37.28361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50868,80404,2/1/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/25/2018,2/2/2018,IBD/TIPP,A-,900,a,1.502865,0,46,41,45.40901,39.90103,"","",https://www.investors.com/politics/tax-cut-popularity-surges-trump-approval-2018-elections/,50874,80412,2/3/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/28/2018,2/1/2018,Ipsos,A-,1632,a,.1148255,0,35.2,32.2,41.57043,38.38361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50867,80403,2/2/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/29/2018,2/2/2018,Ipsos,A-,1587,a,.1117142,0,35.6,32,41.97042,38.18361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50879,80429,2/3/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/30/2018,2/1/2018,SurveyMonkey,C-,4424,a,1.022763,0,45,39,44.61124,38.67419,"","",http://msnbcmedia.msn.com/i/MSNBC/Components/NBCNewsSurveyMonkeySOTUPollToplinesMethodology.pdf,50865,80391,2/1/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/30/2018,2/3/2018,Ipsos,A-,2226,a,.1567283,0,38.5,30.9,44.87043,37.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50878,80428,2/4/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,1/31/2018,2/4/2018,Ipsos,A-,2844,a,.2003652,0,38.4,30.6,44.77043,36.78361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50877,80427,2/5/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,2/1/2018,2/5/2018,Ipsos,A-,3031,a,.213926,0,37.8,30.9,44.17043,37.08361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50876,80426,2/6/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,2/2/2018,2/6/2018,Ipsos,A-,3112,a,.2203518,0,38.1,31.3,44.47042,37.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50890,80450,2/7/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,2/3/2018,2/7/2018,Ipsos,A-,3161,a,.2249078,0,38.1,31.8,44.47042,37.9836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50889,80449,2/8/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,2/4/2018,2/8/2018,Ipsos,A-,2584,a,.1850823,0,36.8,32.3,43.17043,38.4836,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50888,80448,2/9/2018,18:00:17 23 Apr 2018
Adults,4/23/2018,2/5/2018,2/9/2018,Ipsos,A-,1946,a,.1404827,0,37.7,32.7,44.07043,38.88361,"",T,http://polling.reuters.com/#poll/TM1212Y17/,50898,80477,2/10/2018,18:00:17 23 Apr 2018
